group	seqnames	start	end	n_reads	strand	n_uniq	uniq_bridges	best_qual_left	best_qual_right	edits	anchor_overlap	breakpoints	signal	strandmatch	category	N	ID
65298	chr16	16833762	16836339	668	+	452	30	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	668	chr16:16833762-16836339
65318	chr16	16841316	16844353	197	+	133	16	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	197	chr16:16841316-16844353
65972	chr16	22717804	22717978	165	+	118	22	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	165	chr16:22717804-22717978
65988	chr16	22815773	22822789	81	-	59	4	5	35,36,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	81	chr16:22815773-22822789
66514	chr16	31615684	31631642	165	+	110	17	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	165	chr16:31615684-31631642
66695	chr16	32437036	32437994	240	+	160	43	40	35,37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	240	chr16:32437036-32437994
66770	chr16	32770662	32782114	2493	+	1524	83	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	2493	chr16:32770662-32782114
66888	chr16	33241691	33255344	1110	+	728	33	40	35,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1110	chr16:33241691-33255344
66906	chr16	33287225	33288553	207	+	142	19	40	3,35,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	207	chr16:33287225-33288553
67516	chr16	37697411	37698926	363	+	257	15	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	363	chr16:37697411-37698926
67679	chr16	38827496	38831734	106	+	75	10	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	106	chr16:38827496-38831734
68047	chr16	43818089	43860521	121	-	81	11	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	121	chr16:43818089-43860521
68134	chr16	44340588	44341698	222	-	147	10	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	222	chr16:44340588-44341698
68190	chr16	45262810	45264528	367	-	256	20	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	367	chr16:45262810-45264528
68312	chr16	46274987	46284522	148	-	114	13	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	148	chr16:46274987-46284522
68515	chr16	55268953	55274429	275	-	175	34	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	275	chr16:55268953-55274429
68816	chr16	57390013	57392788	1340	+	816	107	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1340	chr16:57390013-57392788
68837	chr16	58244924	58253826	607	+	392	32	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	607	chr16:58244924-58253826
68860	chr16	58305126	58327977	132	-	80	7	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	132	chr16:58305126-58327977
68939	chr16	62647527	62651176	254	-	174	16	40	35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	254	chr16:62647527-62651176
69040	chr16	70230433	70238207	2477	+	1523	100	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	2477	chr16:70230433-70238207
69356	chr16	84810515	84827253	375	-	257	18	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	375	chr16:84810515-84827253
69358	chr16	84810515	84840631	210	-	151	11	40	35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	210	chr16:84810515-84840631
69501	chr16	87512219	87519496	189	+	136	8	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	189	chr16:87512219-87519496
69995	chr16	93644176	93650105	644	+	427	35	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	644	chr16:93644176-93650105
70002	chr16	93646018	93650786	1072	+	702	36	40	35,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1072	chr16:93646018-93650786
70043	chr16	94063451	94069557	267	-	185	12	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	267	chr16:94063451-94069557
70058	chr16	94184771	94194033	260	+	185	10	40	36,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	260	chr16:94184771-94194033
70061	chr16	94184771	94204227	1514	+	885	54	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1514	chr16:94184771-94204227
70319	chr16	96197569	96223734	506	+	334	22	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	506	chr16:96197569-96223734
70532	chr17	5090855	5177299	291	+	200	16	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	291	chr17:5090855-5177299
70675	chr17	5937272	5942174	147	+	100	15	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	147	chr17:5937272-5942174
70740	chr17	6187486	6189431	6823	+	2761	229	40	40	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	6823	chr17:6187486-6189431
70745	chr17	6187486	6235573	271	+	176	11	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	271	chr17:6187486-6235573
70777	chr17	6251975	6257332	127	+	85	11	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	127	chr17:6251975-6257332
70799	chr17	7022285	7023246	160	-	116	13	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,LINEAR,PERFECT_EXT,UNAMBIGUOUS_BP	160	chr17:7022285-7023246
70923	chr17	10457822	10501910	871	-	507	69	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	871	chr17:10457822-10501910
71790	chr17	24652107	24653129	239	+	174	12	40	37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	239	chr17:24652107-24653129
72182	chr17	26485257	26486332	312	+	225	19	40	3,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	312	chr17:26485257-26486332
72250	chr17	26955763	26962105	1963	+	1184	52	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1963	chr17:26955763-26962105
72254	chr17	26955763	26982422	292	+	201	15	40	4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	292	chr17:26955763-26982422
72259	chr17	26955790	26962105	333	+	223	15	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	333	chr17:26955790-26962105
72263	chr17	26958517	26962105	2403	+	1413	74	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	2403	chr17:26958517-26962105
72267	chr17	26958517	26982422	293	+	219	19	40	37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	293	chr17:26958517-26982422
72280	chr17	26976779	26982422	288	+	213	11	40	36,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	288	chr17:26976779-26982422
72508	chr17	28647326	28660027	323	-	224	20	40	35,36,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	323	chr17:28647326-28660027
72539	chr17	28726210	28726443	165	-	120	16	40	3,35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	165	chr17:28726210-28726443
73105	chr17	32992479	32996501	157	-	122	10	40	3,35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	157	chr17:32992479-32996501
73113	chr17	32993415	32996501	131	-	96	8	40	2,35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	131	chr17:32993415-32996501
73307	chr17	34599935	34601462	490	+	242	36	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	490	chr17:34599935-34601462
73505	chr17	35996198	36001072	132	-	92	15	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	132	chr17:35996198-36001072
73725	chr17	40155363	40156478	132	+	96	10	40	37,40,5	1	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,STRANDMATCH,UNAMBIGUOUS_BP	132	chr17:40155363-40156478
73764	chr17	40155589	40156084	507	+	327	24	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	507	chr17:40155589-40156084
73909	chr17	43156217	43163419	122	-	99	5	40	3,35,4,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	122	chr17:43156217-43163419
73921	chr17	43348486	43351080	605	+	368	40	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	605	chr17:43348486-43351080
74554	chr17	50343969	50362655	684	-	442	32	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	684	chr17:50343969-50362655
74556	chr17	50354325	50362655	673	-	449	34	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	673	chr17:50354325-50362655
74583	chr17	50913323	50918223	569	+	385	23	40	2,35,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	569	chr17:50913323-50918223
74648	chr17	51224555	51227631	571	-	371	22	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	571	chr17:51224555-51227631
74649	chr17	51224555	51242586	216	-	157	12	40	3,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	216	chr17:51224555-51242586
75166	chr17	63778403	63797882	550	-	375	18	40	2,35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	550	chr17:63778403-63797882
75271	chr17	64931523	64932446	570	+	397	23	40	2,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	570	chr17:64931523-64932446
75326	chr17	65017699	65021707	262	+	186	12	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	262	chr17:65017699-65021707
75373	chr17	65899286	65902049	1168	-	777	51	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	1168	chr17:65899286-65902049
75548	chr17	67116461	67124972	202	-	145	14	40	3,35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	202	chr17:67116461-67124972
75647	chr17	69514854	69517378	187	+	134	11	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	187	chr17:69514854-69517378
76035	chr17	74213005	74214740	432	-	291	21	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	432	chr17:74213005-74214740
76385	chr17	75532151	75534236	228	+	174	11	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	228	chr17:75532151-75534236
76470	chr17	78620553	78623175	195	+	130	11	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	195	chr17:78620553-78623175
76627	chr17	79957731	79966902	1033	+	582	51	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	1033	chr17:79957731-79966902
76629	chr17	79957731	79980002	179	+	114	12	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	179	chr17:79957731-79980002
76681	chr17	80351923	80361070	996	-	503	44	40	35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	996	chr17:80351923-80361070
76795	chr17	80951561	80952274	188	-	137	11	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	188	chr17:80951561-80952274
76852	chr17	81715496	81753022	211	-	130	36	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	211	chr17:81715496-81753022
76856	chr17	81735611	81753022	430	-	270	40	40	37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	430	chr17:81735611-81753022
76988	chr17	81955238	81957067	10148	-	3612	645	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	10148	chr17:81955238-81957067
77388	chr17	86795588	86803539	528	+	360	20	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	528	chr17:86795588-86803539
77594	chr17	88770141	88770691	141	+	112	3	40	37,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	141	chr17:88770141-88770691
77739	chr18	4649075	4649405	202	+	136	21	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	202	chr18:4649075-4649405
77862	chr18	5210877	5214919	336	-	235	20	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	336	chr18:5210877-5214919
77887	chr18	5627139	5641518	184	+	110	19	40	40	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	184	chr18:5627139-5641518
77892	chr18	5633204	5705243	447	+	325	17	40	3,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	447	chr18:5633204-5705243
77914	chr18	5705043	5748855	132	+	100	11	40	3,35,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	132	chr18:5705043-5748855
77974	chr18	6111685	6115850	303	-	194	14	40	3,35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	303	chr18:6111685-6115850
78020	chr18	6448905	6450639	322	-	227	11	40	35,37,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	322	chr18:6448905-6450639
78255	chr18	10129305	10132272	224	-	169	10	40	3,35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	224	chr18:10129305-10132272
78720	chr18	16773479	16783555	198	-	144	20	40	35,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	198	chr18:16773479-16783555
78914	chr18	21280789	21281961	202	-	146	10	40	35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	202	chr18:21280789-21281961
79152	chr18	25153719	25161226	255	+	167	22	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	255	chr18:25153719-25161226
79230	chr18	25472771	25478019	871	+	604	28	40	35,37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	871	chr18:25472771-25478019
79319	chr18	31799394	31800062	265	+	190	14	40	35,36,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	265	chr18:31799394-31800062
79517	chr18	32557873	32565478	172	+	117	21	40	40	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	172	chr18:32557873-32565478
79867	chr18	35285654	35287593	226	+	181	11	40	3,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	226	chr18:35285654-35287593
79984	chr18	35717568	35717934	179	+	134	9	40	3,4,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	179	chr18:35717568-35717934
79995	chr18	35743924	35746555	2008	+	1356	69	40	40	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	2008	chr18:35743924-35746555
80116	chr18	36708072	36714268	160	+	108	10	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	160	chr18:36708072-36714268
80204	chr18	36779744	36781793	218	+	151	12	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	218	chr18:36779744-36781793
80337	chr18	38253170	38276380	101	-	66	17	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	101	chr18:38253170-38276380
80453	chr18	39230683	39244953	309	+	198	30	40	35,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	309	chr18:39230683-39244953
80471	chr18	39253172	39265203	565	+	341	45	40	40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	565	chr18:39253172-39265203
80472	chr18	39253172	39283171	413	+	269	29	40	40	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	413	chr18:39253172-39283171
80480	chr18	39259886	39283171	156	+	96	21	40	40	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	156	chr18:39259886-39283171
80797	chr18	44538277	44538827	183	+	121	9	40	37,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	183	chr18:44538277-44538827
80875	chr18	45725073	45725491	144	+	98	13	40	3,40,5	0	0	1	GTAG	MATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,STRANDMATCH,UNAMBIGUOUS_BP	144	chr18:45725073-45725491
81366	chr18	56940736	56945147	196	-	139	53	40	37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,OK_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	196	chr18:56940736-56945147
81632	chr18	61273863	61274862	350	-	236	16	40	35,4,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	350	chr18:61273863-61274862
81773	chr18	61972761	61990256	157	-	113	9	40	40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,PERFECT_EXT,UNAMBIGUOUS_BP	157	chr18:61972761-61990256
81995	chr18	64603753	64616528	184	-	114	13	40	3,35,37,40,5	0	0	1	GTAG	MISMATCH	ANCHOR_UNIQUE,CANONICAL,CIRCULAR,GOOD_EXT,PERFECT_EXT,UNAMBIGUOUS_BP	184	chr18:64603753-64616528
