ID	seqnames	end	start	jxntype	overlapL	overlapR	MedianAS	GenomicSize	SplicedSize	LeftBorder	RightBorder	LeftEnvelope	RightEnvelope	EnvelopingStrand	EnvelopingJxnType	Exons	ExonStarts	Exonsizes
chr5:29969397-29971393	chr5	29971393	29969397	2	0	1	298	1996	346	10746	14734	.	.	.	.	3	0,1106,1925	132,143,71
chr5:72939346-72946587	chr5	72946587	72939346	2	0	1	298	7241	533	2516	34211	.	.	.	.	5	0,1714,3913,4734,7136	173,42,130,83,105
chr5:91094649-91122274	chr5	91122274	91094649	2	0	1	297	27625	665	9038	26078	.	.	.	.	5	0,2032,12914,14499,27532	185,124,154,109,93
chr6:116019832-116020766	chr6	116020766	116019832	2	0	3	296	934	934	17933	12720	.	.	.	.	1	0	934
chr6:71845564-71848542	chr6	71848542	71845564	2	0	2	297	2978	356	1839	1235	.	.	.	.	2	0,2846	224,132
chr7:46451096-46458303	chr7	46458303	46451096	2	0	2	297	7207	853	4206	3552	.	.	.	.	6	0,2144,3288,5063,6864,7127	169,194,164,95,151,80
chr8:78109354-78137757	chr8	78137757	78109354	2	1	2	298	28403	399	17564	2369	.	.	.	.	5	0,2025,5928,26822,28296	66,47,83,96,107
chr9:66469836-66474185	chr9	66474185	66469836	2	0	1	295.25	4349	193	14598	9093	66455238	66500065	2	2	2	0,4288	132,61
chr10:42659438-42667287	chr10	42667287	42659438	2	0	0	298	7849	329	21553	3483	.	.	.	.	3	0,5857,7736	100,116,113
chr10:89309614-89319386	chr10	89319386	89309614	2	2	1	297	9772	627	17107	14524	.	.	.	.	5	0,4597,5025,6738,9631	147,101,100,138,141
chr1:189518833-189530878	chr1	189530878	189518833	2	0	2	296	12045	483	1097	23907	.	.	.	.	2	0,11875	313,170
chr13:12469616-12474197	chr13	12474197	12469616	2	1	3	297	4581	444	1330	1924	.	.	.	.	3	0,1608,4438	211,90,143
chr13:84399349-84408359	chr13	84408359	84399349	2	1	2	298	9010	287	28795	11930	.	.	.	.	3	0,6530,8912	104,85,98
chr13:90139192-90149203	chr13	90149203	90139192	2	0	2	297	10011	413	49963	60924	.	.	.	.	3	0,1380,9844	92,154,167
chr14:78164610-78177375	chr14	78177375	78164610	2	0	0	300	12765	378	22505	23696	.	.	.	.	5	0,1576,4076,4977,12691	59,85,75,85,74
chr15:73263608-73266593	chr15	73266593	73263608	2	2	0	298	2985	324	26563	8022	73215209	73294857	2	2	3	0,584,2888	122,105,97
chr15:81314891-81322381	chr15	81322381	81314891	2	0	3	298	7490	381	3006	4198	.	.	.	.	3	0,6023,7376	203,64,114
chr18:42453829-42459089	chr18	42459089	42453829	2	0	3	297	5260	717	817	1139	.	.	.	.	4	0,1147,3290,5140	154,298,145,120
chr2:131353904-131358363	chr2	131358363	131353904	2	1	2	296	4459	461	19947	3651	.	.	.	.	2	0,4232	234,227
chr2:23396921-23435591	chr2	23435591	23396921	2	0	1	297	38670	5750	.	6329	.	.	.	.	11	0,8095,8238,10919,30418,30551,34609,36287,37836,38243,38534	4552,55,144,124,57,179,98,129,153,123,136
chr2:32072470-32073312	chr2	32073312	32072470	2	1	2	296	842	347	31166	2044	.	.	.	.	2	0,664	169,178
chr2:72776890-72801858	chr2	72801858	72776890	1	2	0	296	24968	1553	5806	7383	.	.	.	.	2	0,23608	193,1360
chr4:131727511-131731105	chr4	131731105	131727511	2	0	2	297	3594	315	2658	3163	.	.	.	.	2	0,3384	105,210
chr4:141211036-141221709	chr4	141221709	141211036	2	0	2	297	10673	974	2910	22437	.	.	.	.	7	0,1833,3840,4267,6120,9670,10512	101,115,115,127,153,202,161
chr4:46460090-46468787	chr4	46468787	46460090	2	2	2	297	8697	503	7546	1095	.	.	.	.	3	0,3716,8468	150,124,229
chr5:146196315-146223049	chr5	146223049	146196315	2	1	1	297.5	26734	521	27684	6384	.	.	.	.	5	0,8709,12089,24123,26602	76,112,142,59,132
chr5:66520061-66522463	chr5	66522463	66520061	1	1	0	297	2402	275	39110	26506	.	.	.	.	2	0,2255	128,147
chr5:73668229-73701498	chr5	73701498	73668229	2	0	1	299	33269	595	121	11203	.	.	.	.	7	0,240,9229,11766,20617,23719,33160	71,41,116,93,72,93,109
chr7:55747125-55748234	chr7	55748234	55747125	2	1	0	298	1109	341	2938	1592	.	.	.	.	2	0,957	189,152
chr7:89809656-89846228	chr7	89846228	89809656	2	0	4	299	36572	1664	11219	9139	.	.	.	.	17	0,811,5065,8733,10130,11785,12585,13999,15830,16210,17051,28701,30707,30910,31205,35206,36467	143,77,104,95,113,108,43,87,125,138,105,109,118,32,101,61,105
chr8:37404714-37405912	chr8	37405912	37404714	2	0	2	296	1198	1198	79484	13362	.	.	.	.	1	0	1198
chr8:96091942-96093050	chr8	96093050	96091942	1	3	0	296	1108	278	12295	1505	.	.	.	.	2	0,979	149,129
chr9:100587206-100620195	chr9	100620195	100587206	2	2	3	297	32989	371	41854	19547	.	.	.	.	3	0,7284,32824	102,104,165
chr9:8634048-8658378	chr9	8658378	8634048	2	0	2	296.5	24330	1361	7271	19546	.	.	.	.	7	0,9458,15250,18888,21129,22494,24255	165,218,235,266,197,205,75
chr1:140290687-140310833	chr1	140310833	140290687	2	2	1	299.75	20146	366	8395	164	.	.	.	.	5	0,2575,12158,13403,20051	49,61,76,85,95
chr1:169984493-169994517	chr1	169994517	169984493	2	0	2	296	10024	879	5787	2142	.	.	.	.	4	0,1826,4442,9701	173,177,206,323
chr11:86551949-86556704	chr11	86556704	86551949	2	0	1	297.5	4755	442	17457	5213	.	.	.	.	4	0,2359,3530,4653	111,92,137,102
chr11:87940803-87942158	chr11	87942158	87940803	2	0	1	296	1355	475	378	.	.	.	.	.	2	0,999	119,356
chr12:101849515-101856877	chr12	101856877	101849515	1	4	0	297	7362	3364	4326	2812	.	.	.	.	4	0,3551,6448,7321	3021,214,88,41
chr12:51666597-51708496	chr12	51708496	51666597	2	1	1	299	41899	1611	9367	15654	.	.	.	.	13	0,1965,3361,7295,7698,7890,9559,28179,30289,32857,35587,41336,41795	108,142,169,123,49,177,135,143,128,175,83,75,104
chr12:69349098-69350736	chr12	69350736	69349098	2	1	1	298	1638	317	2028	581	69206315	69408007	2	2	3	0,1209,1556	118,117,82
chr12:83621406-83621910	chr12	83621910	83621406	2	2	1	296	504	504	5568	19261	.	.	.	.	1	0	504
chr13:107874907-107884898	chr13	107884898	107874907	1	2	2	297	9991	915	4437	21196	.	.	.	.	5	0,1860,5163,5588,9811	261,148,148,178,180
chr14:36618212-36631169	chr14	36631169	36618212	2	0	0	297	12957	459	5828	9221	.	.	.	.	4	0,1908,4506,12761	90,88,85,196
chr14:48405654-48416733	chr14	48416733	48405654	2	2	2	295	11079	11079	46038	.	48358691	48477666	1	1	1	0	11079
chr14:6175090-6178992	chr14	6178992	6175090	2	0	1	297	3902	351	15640	7297	.	6186289	.	2	2	0,3737	186,165
chr15:3573507-3581167	chr15	3581167	3573507	2	0	2	296.5	7660	362	86016	7203	3487491	3612481	2	2	2	0,7507	209,153
chr16:10961880-10962056	chr16	10962056	10961880	0	0	3	288.5	176	176	.	.	10959636	10963043	2	2	1	0	176
chr1:74020073-74036263	chr1	74036263	74020073	2	1	2	298	16190	1133	26963	1140	.	.	.	.	12	0,1318,4104,4788,4960,5348,9396,10760,11185,12248,14286,16134	117,67,131,77,62,114,85,66,124,52,182,56
chr17:80961291-80963350	chr17	80963350	80961291	2	1	2	295.75	2059	170	2734	3721	.	.	.	.	3	0,549,1994	48,57,65
chr2:24737956-24767638	chr2	24767638	24737956	2	0	0	297	29682	986	7164	6519	.	.	.	.	7	0,4720,8661,10228,15278,15827,29510	146,139,122,79,190,138,172
chr2:60610075-60628086	chr2	60628086	60610075	2	0	1	299.5	18011	391	16388	44554	.	.	.	.	4	0,2129,12957,17952	80,159,93,59
chr4:126816857-126819816	chr4	126819816	126816857	2	2	0	296	2959	756	7398	22410	.	.	.	.	3	0,504,2437	171,63,522
chr4:59514274-59546182	chr4	59546182	59514274	2	0	0	295	31908	435	12799	2348	.	.	.	.	4	0,3311,10120,31874	147,171,83,34
chr4:8169596-8189392	chr4	8189392	8169596	2	0	0	298	19796	494	5871	830	.	.	.	.	5	0,13656,14987,15979,19700	170,114,50,64,96
chr6:134043270-134114380	chr6	134114380	134043270	2	0	0	295	71110	292	30168	85447	.	.	.	.	2	0,70977	159,133
chr7:34052815-34070609	chr7	34070609	34052815	2	0	2	297	17794	852	1872	4044	.	.	.	.	6	0,274,4043,4375,12224,17664	172,184,64,178,124,130
chr8:46212090-46228740	chr8	46228740	46212090	2	0	0	297	16650	718	13211	7098	.	.	.	.	6	0,3965,10775,11492,13480,16535	139,174,68,46,176,115
chr8:86662037-86697626	chr8	86697626	86662037	2	0	2	298	35589	753	13165	40019	.	.	.	.	7	0,5432,6783,10643,11726,22087,35494	64,97,199,59,79,160,95
chr8:87587054-87588738	chr8	87588738	87587054	2	1	0	296	1684	1684	7136	22711	.	.	.	.	1	0	1684
chr9:101052527-101071624	chr9	101071624	101052527	2	0	1	296.5	19097	551	21453	4205	.	.	.	.	4	0,5006,10604,18830	75,104,105,267
chr9:22555041-22570441	chr9	22570441	22555041	2	0	0	298	15400	447	4961	11639	.	.	.	.	4	0,2218,11479,15304	103,106,142,96
chr9:56052773-56054862	chr9	56054862	56052773	2	1	3	298	2089	609	8753	12786	.	.	.	.	5	0,285,1024,1596,1897	84,154,103,76,192
chr9:59709197-59750421	chr9	59750421	59709197	2	1	0	297.5	41224	1231	11821	12227	.	.	.	.	10	0,1970,7484,9987,13329,19670,22276,25208,30274,41148	98,128,91,118,136,123,143,197,121,76
chr9:70223874-70234558	chr9	70234558	70223874	2	0	0	298	10684	581	14804	7838	.	.	.	.	5	0,3476,5799,8240,10551	88,91,133,136,133
chr9:86304894-86322807	chr9	86322807	86304894	2	1	0	297	17913	585	50361	8008	.	.	.	.	5	0,2420,4526,12442,17744	164,110,71,71,169
chr11:104314748-104316119	chr11	104316119	104314748	2	0	0	296	1371	1371	45095	1130	.	.	.	.	1	0	1371
chr11:21213199-21228060	chr11	21228060	21213199	2	0	1	297	14861	998	2873	12972	.	.	.	.	6	0,1466,5585,8504,11798,14475	156,207,80,36,133,386
chr12:80444427-80451472	chr12	80451472	80444427	2	1	2	297	7045	453	20921	31486	.	.	.	.	4	0,1115,2295,6901	130,141,38,144
chr16:96197569-96223734	chr16	96223734	96197569	2	1	1	296	26165	5067	5324	3601	.	.	.	.	5	0,1521,6896,25365,25975	101,75,4320,381,190
chr19:57617517-57631060	chr19	57631060	57617517	2	2	2	297	13543	538	17441	7629	.	.	.	.	4	0,1140,9366,13334	84,115,130,209
chr2:156013854-156014064	chr2	156014064	156013854	0	0	5	296	210	210	.	.	156009671	156014747	2	2	1	0	210
chr2:37359389-37365478	chr2	37365478	37359389	2	1	0	297	6089	802	17075	8261	.	.	.	.	4	0,2917,4201,5914	200,221,206,175
chr2:5057799-5059527	chr2	5059527	5057799	1	0	1	297	1728	380	6788	8142	5051011	5068717	2	2	2	0,1551	203,177
chr2:59129973-59130324	chr2	59130324	59129973	0	0	4	296	351	351	.	.	59119597	59135409	1	1	1	0	351
chr2:98496960-98497678	chr2	98497678	98496960	1	0	0	283	718	351	3681	.	.	.	.	.	3	0,522,640	272,1,78
chr3:87834038-87835355	chr3	87835355	87834038	2	1	2	298	1317	527	1299	1807	.	.	.	.	4	0,323,831,1192	144,64,194,125
chr4:43087903-43101874	chr4	43101874	43087903	2	0	2	298	13971	449	28617	13228	.	.	.	.	5	0,3324,7842,8995,13897	30,101,119,125,74
chr5:134650803-134656629	chr5	134656629	134650803	2	2	2	296	5826	490	300	11465	.	.	.	.	4	0,3416,3591,5638	138,98,66,188
chr5:28536109-28557641	chr5	28557641	28536109	2	0	1	297	21532	814	13700	5630	.	.	.	.	6	0,4710,5862,7884,11283,21360	79,50,78,314,121,172
chr5:73677459-73692040	chr5	73692040	73677459	2	1	0	298	14581	372	292	9349	.	.	.	.	4	0,2536,11387,14489	115,93,72,92
chr6:129157596-129161276	chr6	129161276	129157596	2	0	1	297	3680	421	.	464	.	.	.	.	3	0,2458,3501	115,127,179
chr7:130223451-130229229	chr7	130229229	130223451	2	0	2	296	5778	5223	19783	35516	130203668	130264745	1	1	2	0,5676	5121,102
chr7:132429432-132438936	chr7	132438936	132429432	2	2	0	297	9504	506	48317	13383	.	.	.	.	3	0,3656,9396	180,218,108
chr7:132568236-132575352	chr7	132575352	132568236	2	3	1	297.5	7116	615	5772	7657	.	.	.	.	4	0,4678,6182,6917	188,155,73,199
chr8:13186796-13192598	chr8	13192598	13186796	2	0	3	297.5	5802	329	374	363	.	.	.	.	3	0,3406,5696	108,115,106
chr8:23351533-23352817	chr8	23352817	23351533	2	1	2	296	1284	1000	1884	40306	.	.	.	.	2	0,370	86,914
chr8:78071269-78078301	chr8	78078301	78071269	2	1	2	297	7032	326	33758	6874	.	.	.	.	3	0,1631,6973	160,107,59
chr9:107642694-107644907	chr9	107644907	107642694	1	0	0	297	2213	322	5103	1852	.	.	.	.	2	0,2047	156,166
chr9:96084184-96114801	chr9	96114801	96084184	2	2	2	296	30617	231	5570	14301	.	.	.	.	3	0,20962,30550	58,106,67
chr10:108075966-108078991	chr10	108078991	108075966	2	1	2	297.75	3025	449	5961	6304	.	.	.	.	4	0,673,1015,2900	75,90,159,125
chr10:26203585-26228273	chr10	26228273	26203585	2	2	1	297	24688	1268	9233	21423	.	.	.	.	11	0,2487,4132,8545,10080,11531,13220,14820,16489,16924,24571	152,93,137,106,93,86,134,161,76,113,117
chr1:176924533-176937304	chr1	176937304	176924533	2	0	2	297	12771	390	16700	21232	.	.	.	.	3	0,5994,12659	132,146,112
chr12:4708015-4716326	chr12	4716326	4708015	2	2	2	298	8311	768	4471	4946	.	.	.	.	5	0,426,3843,6521,8144	176,131,207,87,167
chr14:8456108-8474756	chr14	8474756	8456108	2	0	2	295	18648	456	28789	33483	.	.	.	.	3	0,285,18559	69,298,89
chr1:66801207-66846763	chr1	66846763	66801207	2	0	2	296.5	45556	1871	23834	699	.	.	.	.	6	0,10857,11373,15918,39000,45476	205,123,199,143,1121,80
chr17:80951561-80952274	chr17	80952274	80951561	2	1	2	300	713	390	7333	4681	.	.	.	.	4	0,194,359,581	111,83,64,132
chr17:81735611-81753022	chr17	81753022	81735611	2	0	1	297	17411	463	19839	202215	.	.	.	.	5	0,4461,13590,16686,17304	100,132,19,105,107
chr18:74710526-74713605	chr18	74713605	74710526	2	0	2	297	3079	317	7577	36388	.	.	.	.	2	0,2934	172,145
chr3:122575216-122611716	chr3	122611716	122575216	2	1	2	298	36500	652	2494	4988	.	.	.	.	6	0,12692,13666,21464,22982,36353	68,110,89,177,61,147
chr3:37019024-37029911	chr3	37029911	37019024	2	1	2	297	10887	1401	5326	7606	.	.	.	.	8	0,645,966,2234,4270,8355,9292,10711	152,152,154,242,144,221,160,176
chr4:129072034-129076325	chr4	129076325	129072034	2	0	2	297	4291	612	22731	1068	.	.	.	.	5	0,1947,3500,3725,4090	92,84,100,135,201
chr4:137048430-137063440	chr4	137063440	137048430	2	1	2	283	15010	613	.	9001	.	.	.	.	5	0,7593,7895,11287,14855	74,199,111,74,155
chr4:82268626-82301898	chr4	82301898	82268626	2	0	2	296	33272	365	19962	114576	.	.	.	.	4	0,3133,9342,33218	119,122,70,54
chr4:9594663-9610938	chr4	9610938	9594663	1	2	1	303.25	16275	489	10806	13421	.	.	.	.	8	0,713,3605,6643,7805,9852,13133,16179	36,40,34,58,34,115,76,96
chr5:96254075-96281991	chr5	96281991	96254075	2	0	3	296	27916	487	7902	484	.	.	.	.	4	0,22726,24842,27794	90,87,188,122
chr7:92295198-92315073	chr7	92315073	92295198	2	1	0	296	19875	4266	1212	3563	.	.	.	.	14	0,439,937,1951,2935,3465,7159,11317,13807,14009,14968,17471,17976,19749	36,94,157,185,107,121,101,1560,92,182,1119,196,190,126
chr8:23025035-23035616	chr8	23035616	23025035	2	0	2	296.5	10581	880	22094	13341	.	.	.	.	4	0,3784,5340,10484	554,142,87,97
chrX:151036420-151036857	chrX	151036857	151036420	2	1	1	298	437	345	4603	8075	.	.	.	.	2	0,274	182,163
chr10:7102864-7104485	chr10	7104485	7102864	2	0	2	295	1621	291	9861	6158	.	.	.	.	2	0,1418	88,203
chr1:191800569-191814760	chr1	191814760	191800569	2	2	2	296	14191	799	7567	6972	.	.	.	.	7	0,3645,7269,7973,9596,11706,14113	78,220,80,126,163,54,78
chr12:110617925-110618628	chr12	110618628	110617925	2	1	1	298	703	416	1512	1955	.	.	.	.	3	0,259,582	174,121,121
chr12:55454254-55461283	chr12	55461283	55454254	2	0	3	298	7029	610	8477	3738	.	.	.	.	5	0,532,2657,4717,6934	95,83,157,180,95
chr12:69206076-69206357	chr12	69206357	69206076	0	0	0	294	281	281	.	.	.	.	.	.	1	0	281
chr13:35974084-36000558	chr13	36000558	35974084	2	0	2	295	26474	742	48212	40087	.	.	.	.	2	0,25807	75,667
chr13:41492053-41492496	chr13	41492496	41492053	2	0	2	296	443	443	20031	19832	.	.	.	.	1	0	443
chr13:9770809-9785502	chr13	9785502	9770809	2	0	0	297	14693	295	7745	187	.	.	.	.	2	0,14558	160,135
chr14:99423917-99448506	chr14	99448506	99423917	2	2	2	297	24589	478	7000	10488	.	.	.	.	4	0,1236,9867,24458	151,92,104,131
chr15:3487412-3581167	chr15	3581167	3487412	2	0	1	294	93755	86457	12318	7203	3418196	3612481	2	2	2	0,93602	86304,153
chr16:35749673-35751960	chr16	35751960	35749673	1	0	0	293	2287	284	.	685	.	.	.	.	2	0,2069	66,218
chr17:10457822-10501910	chr17	10501910	10457822	2	0	1	296.5	44088	405	21089	19923	.	.	.	.	3	0,35053,43945	144,118,143
chr17:40155363-40155674	chr17	40155674	40155363	2	1	1	292	311	311	.	.	.	.	.	.	1	0	311
chr18:35717568-35717934	chr18	35717934	35717568	2	1	0	296	366	366	593	2749	.	.	.	.	1	0	366
chr18:75213274-75215578	chr18	75215578	75213274	2	1	0	297	2304	269	17029	23359	.	.	.	.	2	0,2161	126,143
chr18:77184945-77193585	chr18	77193585	77184945	2	0	2	296.5	8640	560	31341	14022	.	.	.	.	2	0,8555	475,85
chr2:12360088-12391490	chr2	12391490	12360088	2	0	3	299	31402	389	4276	9499	.	.	.	.	5	0,1627,9169,26825,31331	88,74,74,82,71
chr2:153162195-153162822	chr2	153162822	153162195	2	1	0	298.5	627	345	2590	1909	.	.	.	.	3	0,303,508	102,124,119
chr2:69744758-69753277	chr2	69753277	69744758	2	2	2	298	8519	495	16574	11455	.	.	.	.	4	0,2662,7830,8469	140,160,145,50
chr3:89993753-89997386	chr3	89997386	89993753	2	1	4	298	3633	536	6582	933	.	.	.	.	6	0,1008,1227,1954,3350,3563	134,119,72,77,64,70
chr4:103176219-103210848	chr4	103210848	103176219	2	0	2	296	34629	1377	2683	12321	.	.	.	.	7	0,2617,5996,6270,9815,12282,34479	507,230,175,109,130,76,150
chr4:16151917-16158430	chr4	16158430	16151917	2	0	2	296	6513	469	12662	4793	.	.	.	.	3	0,3117,6359	158,157,154
chr4:44893533-44895989	chr4	44895989	44893533	2	0	0	297	2456	336	131058	12461	.	.	.	.	3	0,1382,2285	38,127,171
chr4:9635901-9639347	chr4	9639347	9635901	0	0	2	298	3446	219	4948	4187	.	.	.	.	2	0,3296	69,150
chr6:38795165-38796248	chr6	38796248	38795165	1	1	3	296	1083	1083	70232	56484	.	.	.	.	1	0	1083
chr6:65839899-65878843	chr6	65878843	65839899	2	2	1	297	38944	763	3436	26057	.	.	.	.	7	0,6265,7396,18133,20607,23169,38858	80,86,159,95,162,95,86
chr7:27521073-27521335	chr7	27521335	27521073	0	0	5	296	262	262	.	.	.	.	.	.	1	0	262
chr7:65629895-65633597	chr7	65633597	65629895	2	1	2	297	3702	326	9487	41378	.	.	.	.	2	0,3565	189,137
chr8:41501085-41537877	chr8	41537877	41501085	2	1	3	297	36792	2596	25453	27852	.	.	.	.	4	0,1936,28183,34565	39,133,197,2227
chr9:114279665-114288793	chr9	114288793	114279665	2	0	2	298	9128	416	7475	4318	.	.	.	.	4	0,3590,5833,8996	75,91,118,132
chrX:92664111-92670218	chrX	92670218	92664111	2	0	2	296.5	6107	304	14541	5456	.	.	.	.	3	0,3313,5982	81,98,125
chr10:12588998-12603656	chr10	12603656	12588998	2	0	1	297	14658	989	1670	798	.	.	.	.	6	0,878,6763,7564,12956,14478	181,243,89,125,171,180
chr11:107483532-107511040	chr11	107511040	107483532	2	0	3	298	27508	1656	14806	6320	.	.	.	.	10	0,2432,6443,7569,9603,10229,11359,21144,26276,27377	125,58,53,77,200,109,299,269,335,131
chr11:26347746-26384500	chr11	26384500	26347746	2	1	5	299.5	36754	448	10435	25185	.	.	.	.	6	0,1902,5575,9801,24661,36685	59,62,58,102,98,69
chr11:29483226-29495101	chr11	29495101	29483226	2	0	1	297	11875	1878	2533	.	.	.	.	.	11	0,605,1863,3606,5442,6841,7382,8114,9118,11043,11686	172,162,178,141,126,206,254,142,166,142,189
chr11:4477836-4481305	chr11	4481305	4477836	2	0	0	298	3469	292	6921	14883	.	.	.	.	3	0,480,3385	117,91,84
chr11:72602983-72605309	chr11	72605309	72602983	2	0	3	297	2326	312	22122	8144	.	.	.	.	2	0,2207	193,119
chr1:179826927-179867765	chr1	179867765	179826927	2	0	3	298	40838	423	28407	21589	.	.	.	.	4	0,32142,37466,40689	92,85,97,149
chr1:181783959-181789484	chr1	181789484	181783959	2	0	3	297	5525	344	25631	57610	.	.	.	.	2	0,5359	178,166
chr11:84358287-84363992	chr11	84363992	84358287	2	2	4	297	5705	565	18273	36492	.	.	.	.	4	0,3102,3626,5590	84,166,200,115
chr1:184999098-184999476	chr1	184999476	184999098	2	2	2	297	378	281	3041	4154	.	.	.	.	2	0,271	174,107
chr12:24928190-24974293	chr12	24974293	24928190	2	2	1	297	46103	321	23186	10272	.	.	.	.	3	0,4525,46007	146,79,96
chr13:9760182-9785502	chr13	9785502	9760182	2	0	1	297	25320	458	11440	187	.	.	.	.	3	0,10626,25185	162,161,135
chr14:99370672-99388177	chr14	99388177	99370672	2	0	4	298	17505	653	20146	5820	.	.	.	.	5	0,3216,3805,7300,17406	134,110,183,127,99
chr1:52251362-52254853	chr1	52254853	52251362	2	2	1	297	3491	375	4843	1493	.	.	.	.	3	0,2274,3361	164,81,130
chr15:79425235-79428057	chr15	79428057	79425235	2	2	1	297	2822	386	555	2338	.	.	.	.	3	0,1452,2671	134,101,151
chr16:13420892-13465163	chr16	13465163	13420892	2	1	1	299	44271	705	36289	1119	.	.	.	.	10	0,3119,4222,22480,23085,25345,26554,28501,37224,44214	75,88,57,71,112,77,44,45,79,57
chr17:40155408-40156463	chr17	40156463	40155408	0	0	0	294	1055	1055	.	.	.	.	.	.	1	0	1055
chr18:6061847-6070091	chr18	6070091	6061847	2	1	2	297	8244	611	1363	3119	.	.	.	.	4	0,2493,3857,7983	126,82,142,261
chr1:87291826-87301833	chr1	87301833	87291826	2	1	2	297	10007	342	9617	4860	.	.	.	.	3	0,1079,9892	130,97,115
chr2:126639387-126641154	chr2	126641154	126639387	2	0	2	296	1767	434	150	78	.	.	.	.	3	0,194,1701	83,285,66
chr2:146777723-146784899	chr2	146784899	146777723	2	0	4	296	7176	312	44518	7543	.	.	.	.	3	0,6206,7113	82,167,63
chr3:146168940-146199598	chr3	146199598	146168940	2	0	3	297	30658	1530	5697	5811	.	.	.	.	13	0,2723,4920,6439,12070,13008,17942,18581,24014,24326,25461,26625,30486	71,89,100,180,127,110,83,95,221,55,119,108,172
chr3:88873119-88915184	chr3	88915184	88873119	2	1	2	296	42065	5915	1009	15140	.	.	.	.	4	0,15420,35960,41329	517,4559,103,736
chr5:107912542-107947126	chr5	107947126	107912542	2	0	2	296	34584	778	16218	10329	.	.	.	.	6	0,23522,25685,31022,33136,34449	96,97,148,160,142,135
chr5:138091182-138092401	chr5	138092401	138091182	2	1	2	296	1219	661	3437	1644	.	.	.	.	2	0,1071	513,148
chr5:140281542-140289452	chr5	140289452	140281542	1	3	0	299	7910	518	34202	3893	.	.	.	.	5	0,4427,4646,7127,7785	62,116,132,83,125
chr5:29528800-29551904	chr5	29551904	29528800	2	2	2	294	23104	244	30852	14141	.	.	.	.	2	0,22964	104,140
chr6:119801347-119802780	chr6	119802780	119801347	2	0	2	296.75	1433	963	27062	22057	.	.	.	.	2	0,1294	824,139
chr6:99405750-99412306	chr6	99412306	99405750	2	0	1	295	6556	6556	.	21113	.	.	.	.	1	0	6556
chr7:66914613-66918148	chr7	66918148	66914613	2	0	1	297.5	3535	413	13020	26974	.	.	.	.	3	0,1077,3403	60,221,132
chr9:120779239-120788595	chr9	120788595	120779239	2	1	2	298	9356	2418	6497	255	.	.	.	.	14	0,348,720,1093,1412,2685,4974,5155,5640,6933,7343,7585,8418,9135	61,229,255,240,203,146,105,340,160,121,152,123,62,221
chr9:24385070-24397025	chr9	24397025	24385070	2	0	2	295.5	11955	469	11139	17109	.	.	.	.	5	0,1558,8154,11239,11930	94,122,139,89,25
chr10:108075966-108086869	chr10	108086869	108075966	2	1	2	297.5	10903	762	5961	831	.	.	.	.	6	0,673,1015,2900,9329,10808	75,90,159,126,217,95
chr10:43269867-43271688	chr10	43271688	43269867	2	1	2	297	1821	306	21661	11106	.	.	.	.	2	0,1689	174,132
chr1:105928661-105939544	chr1	105939544	105928661	2	0	2	298	10883	376	9223	4184	.	.	.	.	4	0,3168,5083,10770	112,78,73,113
chr11:50195153-50199756	chr11	50199756	50195153	2	1	1	297	4603	609	2454	1442	.	.	.	.	4	0,3143,3983,4461	190,194,83,142
chr11:50198297-50201694	chr11	50201694	50198297	2	2	0	297	3397	553	2954	736	.	.	.	.	5	0,839,1317,2901,3323	193,83,143,60,74
chr1:151351891-151354376	chr1	151354376	151351891	1	2	0	296	2485	467	2795	2329	.	.	.	.	3	0,731,2396	216,162,89
chr1:16510547-16556374	chr1	16556374	16510547	2	0	2	296	45827	428	46112	23191	.	.	.	.	3	0,22711,45696	136,161,131
